Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2025,20554,07/21/2023,NYSEG,KATONAH,Westchester,10536,Brewster,NYS-BEDFORD HILLS 463,1105463,Battery,"Sunrun Installation Services, Inc.",NM,7,POINT (-73.6839 41.25884)
12/31/2025,23883,07/31/2024,NYSEG,Mahopac,Putnam,10541,Brewster,NYS-CRAFTS 422,1105722,Battery,Solar City Corp DBA Tesla,NM,23,POINT (-73.73995 41.36778)
12/31/2025,DGINT-11182,03/18/2022,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-1-13,Battery,Sunrun Inc,NM,11.5,POINT (-74.35825 41.25848)
12/31/2025,PAM-2022-184035,11/17/2022,PSEGLI,COPIAGUE,Suffolk,11726,,629,3027,Battery,"Tesla, Inc.",NM,5,POINT (-73.40061 40.6851)
12/31/2025,PAM-2025-386268,09/25/2025,PSEGLI,N BABYLON,Suffolk,11703,,952,3603,Battery,"Tesla, Inc.",NM,11.5,POINT (-73.32105 40.74012)
12/31/2025,PAM-2019-61949,04/23/2019,PSEGLI,Woodbury,Nassau,11797,,866,7501,Battery,Solar City,NM,10,POINT (-73.45301 40.81953)
12/31/2025,PAM-2021-170155,01/26/2022,PSEGLI,SYOSSET,Nassau,11791,,403,8730,Battery,"Tesla, Inc.",NM,5,POINT (-73.49544 40.82746)
12/31/2025,323354,01/07/2021,National Grid,Heuvelton,St Lawrence,13654,028 - Ogdensburg,MORRISTOWN 933,36_28_93361,Battery,Frederick Proven (Proven Energy Systems),NM,5,POINT (-75.40856 44.61887)
12/31/2025,21943,07/07/2023,NYSEG,Copake Falls,Columbia,12517,Mechanicville,NYS-CRARYVILLE 610,1204004,Battery,SunCommon,NM,10,POINT (-73.52396 42.12024)
12/31/2025,DGINT-09570,10/06/2020,O&R,PEARL RIVER,Rockland,10965,EAST,Montvale,29-3-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.0243 41.05985)
12/31/2025,DGINT-11813,07/18/2022,O&R,FLORIDA,Orange,10921,CENTRAL,Chester,63-3-13,Battery,Sunrun Inc,NM,6,POINT (-74.35678 41.33189)
12/31/2025,PAM-2020-79387,10/27/2020,PSEGLI,Babylon,Suffolk,11702,,988,9779,Battery,EmPower  Solar,NM,5,POINT (-73.32601 40.69573)
12/31/2025,PAM-2020-83068,12/10/2020,PSEGLI,PLAINVIEW,Nassau,11803,,371,2215,Battery,Sunation Solar Systems,NM,5,POINT (-73.46669 40.7764)
12/31/2025,DGINT-10991,11/11/2021,O&R,MIDDLETOWN,Orange,10940,WEST,Silver Lake,113-5-13,Battery,Sunrun Inc,NM,5.8,POINT (-74.42261 41.44584)
12/31/2025,PAM-2022-221738,08/05/2022,PSEGLI,NORTH HILLS,Nassau,11030,,174,415,Battery,"Tesla, Inc.",NM,10,POINT (-73.67068 40.76697)
12/31/2025,738634,12/15/2025,National Grid,Medina,Orleans,14103,006-Albion/Medina,LYNDONVILLE 95,36_06_9563,Battery,brian rotoli (brins alignemnts and service),NM,15,POINT (-78.38691 43.22012)
12/31/2025,20947,02/02/2024,NYSEG,North Salem,Westchester,10560,Brewster,NYS-PEACH LAKE 250,1106750,Battery,Solar City Corp DBA Tesla,NM,15,POINT (-73.58904 41.33151)
12/31/2025,301233,07/31/2020,National Grid,Conesus,Livingston,14435,005 - Avon,GENESEO 55,36_05_5552,Battery,Glenn Steed (Steed Energy),NM,7,POINT (-77.67588 42.72034)
12/31/2025,PAM-2020-78295,10/30/2020,PSEGLI,Northport,Suffolk,11768,,292,5947,Battery,Sunation Solar Systems,NM,10,POINT (-73.34312 40.90128)
12/31/2025,CH-12814,12/03/2020,Central Hudson,Lagrangevl,Dutchess,12540,Poughkeepsie,Todd Hill,6055,Battery,Suncommon,NM,5,POINT (-73.76352 41.65055)
12/31/2025,CH-20479,06/28/2024,Central Hudson,New Windsor,Orange,12553,Newburgh,Bethlehem Rd,4095,Battery,SunRun Installations INC,NM,5,POINT (-74.02274 41.47742)
12/31/2025,PAM-2024-376021,05/07/2024,PSEGLI,MANHASSET,Nassau,11030,,214,5554,Battery,"Tesla, Inc.",NM,20,POINT (-73.69817 40.79822)
12/31/2025,DGINT-14144,01/09/2024,O&R,MIDDLETOWN,Orange,10941,WEST,Silver Lake,113-2-13,Battery,Sunrun Inc,NM,3.8,POINT (-74.36007 41.47205)
12/31/2025,21694,07/12/2023,NYSEG,Bainbridge,Chenango,13733,Oneonta,NYS-AFTON-ONEONTA 245,2303345,Battery,"PlugPV, LLC.",NM,5,POINT (-75.48045 42.29419)
12/31/2025,24862,03/25/2025,NYSEG,Windham,Greene,12496,Oneonta,NYS-WINDHAM 240,2308240,Battery,Oliver Holland,NM,11.5,POINT (-74.2511 42.30745)
12/31/2025,PAM-2022-232486,12/27/2022,PSEGLI,JERICHO,Nassau,11753,,103,1946,Battery,"Tesla, Inc.",NM,10,POINT (-73.53813 40.791)
12/31/2025,PAM-2021-87570,04/06/2021,PSEGLI,Holtsville,Suffolk,11742,,3643,9764,Battery,Tesla,NM,10,POINT (-73.04096 40.81487)
12/31/2025,SDG-81660,03/13/2025,Con Ed,White Plains,Westchester,10605,CENY-W,Harrison,90U3,Battery,Sunrun Inc,NM,11.5,POINT (-73.76316 41.02053)
12/31/2025,DGINT-12069,03/30/2023,O&R,MIDDLETOWN,Orange,10941,WEST,East Wallkill,15-3-13,Battery,Sunrun Inc,NM,13.6,POINT (-74.36007 41.47205)
12/31/2025,CH-23579,12/10/2025,Central Hudson,Poughkeepsie,Dutchess,12601,Poughkeepsie,Sand Dock,6011,Battery,SunRun Installations INC,NM,11.5,POINT (-73.92915 41.70712)
12/31/2025,PAM-2021-131866,01/13/2022,PSEGLI,ROSLYN,Nassau,11576,,457,1530,Battery,"Tesla, Inc.",NM,5,POINT (-73.64994 40.80015)
12/31/2025,PAM-2021-92905,12/22/2021,PSEGLI,HEWLETT,Nassau,11557,,240,8598,Battery,"Tesla, Inc.",NM,20,POINT (-73.69734 40.64207)
12/31/2025,PAM-2024-383754,04/21/2025,PSEGLI,SHIRLEY,Suffolk,11967,,491,582,Battery,NYS Essential Power,NM,10,POINT (-72.87164 40.80066)
12/31/2025,CH-13762,07/21/2021,Central Hudson,New Windsor,Orange,12553,Newburgh,Union Ave,4052,Battery,"Sunrun Installation Services, Inc.",NM,6,POINT (-74.02274 41.47742)
12/31/2025,DGINT-10494,08/23/2021,O&R,MIDDLETOWN,Orange,10940,WEST,Washington Heights,109-3-13,Battery,Other,NM,7.6,POINT (-74.42261 41.44584)
12/31/2025,17354,03/23/2021,NYSEG,Yorktown Heights,Westchester,10598,Brewster,NYS-AMAWALK 454,1105254,Battery,SolarCity DBA Tesla Energy,NM,11.6,POINT (-73.78311 41.26851)
12/31/2025,PAM-2022-255721,05/04/2023,PSEGLI,MEDFORD,Suffolk,11763,,2410,3882,Battery,"Sunrun, Inc.",NM,5,POINT (-73.00079 40.81758)
12/31/2025,SDG-49177,11/03/2022,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar Street,larchmont-2,Battery,Infinity Solar,NM,31.5,POINT (-73.7516 40.92774)
12/31/2025,19214,08/15/2022,RGE,ROCHESTER,Monroe,14612,Canandaigua,0093RO5254-580 Shorecliff DR,0093RO5254,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-77.61377 43.25403)
12/31/2025,SDG-33596,07/30/2021,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar Street,52U2,Battery,SolarCity,NM,10,POINT (-73.7516 40.92774)
12/31/2025,336941,03/18/2021,National Grid,Albany,Albany,12203,030 - Albany,PINEBUSH 371,36_30_37152,Battery,Julie Montenegro (American Energy Care / AEC Solar,NM,0.99,POINT (-73.82357 42.6766)
12/31/2025,PAM-2025-390448,10/31/2025,PSEGLI,PATCHOGUE,Suffolk,11772,,340,4551,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.01021 40.76241)
12/31/2025,PAM-2023-342217,06/05/2024,PSEGLI,BELLMORE,Nassau,11710,,138,6699,Battery,"Tesla, Inc.",NM,15,POINT (-73.52456 40.66937)
12/31/2025,SDG-35028,02/08/2022,Con Ed,Scarsdale,Westchester,10583,CENY-W,White Plains,48U2,Battery,Infinity Solar,NM,11.52,POINT (-73.79681 40.98824)
12/31/2025,PAM-2021-121643,12/20/2021,PSEGLI,PT JEFF STA,Suffolk,11776,,1089,7020,Battery,Solar Dad and Sons Inc.,NM,3.84,POINT (-73.05233 40.93074)
12/31/2025,619792,12/27/2024,National Grid,Watertown,Jefferson,13601,013-Watertown,COFFEEN 760,36_13_76054,Battery,Nexamp Interconnections (Nexamp),CDG,3500,POINT (-75.91428 43.97586)
12/31/2025,16185,06/08/2020,NYSEG,East Chatham,Columbia,12060,Mechanicville,NYS-CANAAN 145,1203401,Battery,Kasselman Solar,NM,7,POINT (-73.52306 42.41151)
12/31/2025,PAM-2021-147236,04/11/2023,PSEGLI,DIX HILLS,Suffolk,11746,,1453,6935,Battery,"Sunrun, Inc.",NM,5,POINT (-73.3951 40.83655)
12/31/2025,PAM-2023-373117,03/29/2024,PSEGLI,SOUTHAMPTON,Suffolk,11968,,3590,4994,Battery,"EmPower CES, LLC",NM,10,POINT (-72.38492 40.88804)
12/31/2025,SDG-82760,04/23/2025,Con Ed,White Plains,Westchester,10603,CENY-W,Grasslands,41U2,Battery,Sunrun Inc,NM,11.5,POINT (-73.77632 41.05408)
12/31/2025,PAM-2022-259896,01/24/2023,PSEGLI,UNIONDALE,Nassau,11553,,1949,183,Battery,"Tesla, Inc.",NM,5,POINT (-73.59349 40.71795)
12/31/2025,SDG-38514,10/29/2022,Con Ed,Irvington,Westchester,10533,CENY-W,Elmsford No. 2,53U3,Battery,New York Power Solutions,NM,15.36,POINT (-73.86787 41.03918)
12/31/2025,SDG-70136,09/27/2024,Con Ed,Yonkers,Westchester,10710,CENY-W,Granite Hill,103U1,Battery,Trinity Solar,NM,20,POINT (-73.8634 40.97094)
12/31/2025,DGINT-10647,07/29/2021,O&R,WARWICK,Orange,10990,CENTRAL,Hunt,84-1-13,Battery,Other,NM,11.2,POINT (-74.35825 41.25848)
12/31/2025,PAM-2021-124372,09/29/2021,PSEGLI,E MEADOW,Nassau,11554,,810,6152,Battery,"Sunrun, Inc.",NM,5,POINT (-73.5446 40.71448)
12/31/2025,DGINT-14788,07/23/2024,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-5-13,Battery,Sunrun Inc,NM,3.8,POINT (-74.35825 41.25848)
12/31/2025,PAM-2021-130119,03/03/2022,PSEGLI,ISLANDIA,Suffolk,11749,,1013,9972,Battery,"Sunrun, Inc.",NM,15,POINT (-73.16108 40.80787)
12/31/2025,CH-15058,06/08/2022,Central Hudson,Wappingers Falls,Dutchess,12590,Fishkill,North Chelsea,8052,Battery,"Sunrun Installation Services, Inc.",NM,3.8,POINT (-73.91438 41.59714)
12/31/2025,SDG-27999,09/12/2022,Con Ed,Brooklyn,Kings,11223,CENY-BK,Bensonhurst No. 1,Ocean Parkway,Battery,"RDS INDUSTRIES, INC.",NM,18,POINT (-73.97231 40.59707)
12/31/2025,PAM-2022-296091,05/04/2023,PSEGLI,PT WASH,Nassau,11050,,105,4848,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.7008 40.8324)
12/31/2025,21856,03/22/2024,NYSEG,Fallsburg,Sullivan,12733,Liberty,NYS-MOUNTAINDALE 207,2403734,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-74.60518 41.7325)
12/31/2025,643580,01/01/2025,National Grid,Mineville,Essex,12956,041-Ticonderoga,PORT HENRY 385,36_41_38552,Battery,Garrett Lee (New Leaf Solar LLC),NM,11.4,POINT (-73.52956 44.10364)
12/31/2025,25552,09/16/2025,NYSEG,CORNING,Steuben,14830,Elmira,NYS-FULTON ST 223,5203723,Battery,JOSEPH DIVENS,NM,12,POINT (-77.05456 42.14326)
12/31/2025,PAM-2020-85874,05/18/2021,PSEGLI,Long Beach,Nassau,11561,,1420,6228,Battery,EmPower  Solar,NM,10,POINT (-73.66608 40.58939)
12/31/2025,PAM-2021-110526,08/31/2021,PSEGLI,MILLER PL,Suffolk,11764,,1225,615,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.00923 40.95694)
12/31/2025,CH-12307,10/01/2020,Central Hudson,Hopewell Jct,Dutchess,12533,Fishkill,Fishkill Plains,8095,Battery,Suncommon,NM,5,POINT (-73.80744 41.57661)
12/31/2025,17496,07/01/2021,NYSEG,Vestal,Broome,13850,Binghamton,NYS-FULLER HOLLOW 615,8105001,Battery,ETM Solar Works,NM,5.8,POINT (-76.00405 42.09508)
12/31/2025,CH-13647,05/25/2022,Central Hudson,New Paltz,Ulster,12561,Newburgh,Galeville,5031,Battery,SunCommon,NM,10,POINT (-74.07846 41.74611)
12/31/2025,PAM-2024-384329,12/27/2024,PSEGLI,KINGS PARK,Suffolk,11754,,2681,7500,Battery,"Sunrun, Inc.",NM,11.5,POINT (-73.24247 40.88439)
12/31/2025,599171,10/28/2024,National Grid,Schroon Lake,Essex,12870,041-Ticonderoga,SCHROON LAKE 429,36_41_42951,Battery,Garrett Lee (New Leaf Solar LLC),NM,15,POINT (-73.75952 43.84348)
12/31/2025,CH-16794,03/06/2024,Central Hudson,Pleasant Valley,Dutchess,12569,Poughkeepsie,Todd Hill,6051,Battery,Tesla Energy Operations Inc.,NM,7.6,POINT (-73.82198 41.74497)
12/31/2025,CH-23651,12/12/2025,Central Hudson,Beacon,Dutchess,12508,Fishkill,Forgebrook,8016,Battery,"New York State Solar Farm, Inc.",NM,11.5,POINT (-73.97282 41.50666)
12/31/2025,DGINT-08752,10/08/2019,O&R,WARWICK,Orange,10990,CENTRAL,Wisner,80-3-13,Battery,SolarCity,NM,10,POINT (-74.35825 41.25848)
12/31/2025,PAM-2022-224305,01/27/2023,PSEGLI,LAKE GROVE,Suffolk,11755,,193,1651,Battery,"Tesla, Inc.",NM,5,POINT (-73.11492 40.85266)
12/31/2025,DGINT-13743,01/02/2024,O&R,FLORIDA,Orange,10921,CENTRAL,Wisner,80-1-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.35678 41.33189)
12/31/2025,PAM-2024-380314,10/23/2024,PSEGLI,SAG HARBOR,Suffolk,11963,,487,6156,Battery,Harvest Power LLC,NM,5,POINT (-72.29559 41.00167)
12/31/2025,PAM-2022-291957,06/12/2023,PSEGLI,SYOSSET,Nassau,11791,,403,2914,Battery,"Tesla, Inc.",NM,5,POINT (-73.49544 40.82746)
12/31/2025,PAM-2022-269370,12/20/2022,PSEGLI,PATCHOGUE,Suffolk,11772,,340,6969,Battery,"Tesla, Inc.",NM,5,POINT (-73.01021 40.76241)
12/31/2025,23705,04/05/2024,NYSEG,Holmes,Dutchess,12531,Brewster,NYS-PAWLING 508,1106668,Battery,Solar City Corp DBA Tesla,NM,15,POINT (-73.64713 41.52329)
12/31/2025,DGINT-11457,04/14/2022,O&R,MONROE,Orange,10950,CENTRAL,Blooming Grove,86-4-13,Battery,Sunrun Inc,NM,6,POINT (-74.18712 41.32822)
12/31/2025,15548,06/30/2021,RGE,Rochester,Monroe,14624,Sodus,0418RO5201-Elmgrove RD,0418RO5201,Battery,"Johnson Controls, Inc.",NM,250,POINT (-77.73584 43.12779)
12/31/2025,PAM-2020-80001,11/16/2020,PSEGLI,Remsenburg,Suffolk,11960,,1384,7807,Battery,EmPower  Solar,NM,10,POINT (-72.70447 40.80776)
12/31/2025,683671,05/09/2025,National Grid,Delmar,Albany,12054,030-Albany,DELMAR 279,36_30_27941,Battery,Jeff Hudson River Renewables (Hudson River Renewab,NM,15,POINT (-73.83044 42.62312)
12/31/2025,PAM-2020-82390,10/22/2020,PSEGLI,Brentwood,Suffolk,11717,,2104,488,Battery,TESLA,NM,10,POINT (-73.24648 40.78114)
12/31/2025,PAM-2022-187874,12/14/2022,PSEGLI,HAUPPAUGE,Suffolk,11788,,3116,9150,Battery,"Tesla, Inc.",NM,5,POINT (-73.20342 40.82523)
12/31/2025,PAM-2025-389080,05/19/2025,PSEGLI,HUNT STA,Suffolk,11746,,112,8429,Battery,"Sunrun, Inc.",NM,11.5,POINT (-73.3951 40.83655)
12/31/2025,PAM-2022-290042,02/24/2023,PSEGLI,BAY SHORE,Suffolk,11706,,2109,5801,Battery,"Tesla, Inc.",NM,5,POINT (-73.24917 40.72025)
12/31/2025,349890,07/28/2021,National Grid,Stony Creek,Warren,12878,040 - Warrensburg,SCOFIELD RD 450,36_38_45053,Battery,Toni Haviland (Apex Solar),NM,7.6,POINT (-73.92943 43.4238)
12/31/2025,527735,08/08/2023,National Grid,Ballston Lake,Saratoga,12019,032-Schenectady,ELNORA 442,36_32_44256,Battery,Achilles Tzoulafis (Infinity Solar Systems),NM,3.84,POINT (-73.86837 42.9083)
12/31/2025,SDG-26318,10/08/2020,Con Ed,Chappaqua,Westchester,10514,CENY-W,Pleasantville,22U1,Battery,SolarCity,NM,11.4,POINT (-73.77305 41.15742)
12/31/2025,PAM-2025-391402,12/26/2025,PSEGLI,MILLER PL,Suffolk,11764,,1225,615,Battery,"Sunrun, Inc.",NM,11.5,POINT (-73.00923 40.95694)
12/31/2025,CH-14555,03/04/2022,Central Hudson,Saugerties,Ulster,12477,Kingston,Lincoln Park,2015,Battery,"Sunrun Installation Services, Inc.",NM,5,POINT (-73.95246 42.07778)
12/31/2025,PAM-2017-48097,01/25/2018,PSEGLI,Brentwood,Suffolk,11717,,379,973,Battery,Solar City,NM,5,POINT (-73.24648 40.78114)
12/31/2025,CH-22834,08/15/2025,Central Hudson,New Paltz,Ulster,12561,Newburgh,Ohioville,5024,Battery,SunRun Installations INC,NM,11.5,POINT (-74.07846 41.74611)
12/31/2025,PAM-2020-85491,02/18/2021,PSEGLI,Commack,Suffolk,11725,,2681,5037,Battery,Premier Solar Solultions._ LLC,NM,4.5,POINT (-73.29144 40.84713)
12/31/2025,SDG-35909,03/03/2023,Con Ed,New Rochelle,Westchester,10804,CENY-W,Washington Street,54U5,Battery,Venture Solar,NM,3.84,POINT (-73.79251 40.93635)
12/31/2025,CH-15443,08/25/2022,Central Hudson,Kingston,Ulster,12401,Kingston,Lincoln Park,2016,Battery,"Sunrun Installation Services, Inc.",NM,10,POINT (-73.99737 41.92698)
12/31/2025,PAM-2020-79820,08/03/2020,PSEGLI,HOLBROOK,Suffolk,11741,,854,6683,Battery,Sunation Solar Systems,NM,10,POINT (-73.06787 40.78725)
12/31/2025,PAM-2022-205396,11/04/2022,PSEGLI,MALVERNE,Nassau,11565,,1733,5841,Battery,"EmPower CES, LLC",NM,5,POINT (-73.66645 40.67635)
12/31/2025,SDG-32442,10/08/2021,Con Ed,Mohegan Lake,Westchester,10547,CENY-W,Buchanan,95U1,Battery,Sunrun Inc,NM,5,POINT (-73.85939 41.31819)
12/31/2025,17882,11/16/2021,NYSEG,ASHLAND,Greene,12407,Oneonta,NYS-WINDHAM 240,2308240,Battery,American Energy Care,NM,6.4,POINT (-74.33444 42.30378)
12/31/2025,24008,08/27/2024,RGE,WEBSTER,Monroe,14580,Rochester,0424RO5205-1545 Schlegel Road,0424RO5205,Battery,SED dba GreenSpark Solar,NM,10,POINT (-77.43013 43.21753)
12/31/2025,PAM-2022-184839,11/15/2022,PSEGLI,SYOSSET,Nassau,11791,,403,2265,Battery,"Tesla, Inc.",NM,5,POINT (-73.49544 40.82746)
12/31/2025,SDG-37287,01/20/2022,Con Ed,Elmsford,Westchester,10523,CENY-W,Elmsford No. 2,92U3,Battery,SolarCity,NM,10,POINT (-73.81937 41.05419)
12/31/2025,PAM-2023-357850,02/28/2024,PSEGLI,N BABYLON,Suffolk,11703,,988,2738,Battery,"Tesla, Inc.",NM,5,POINT (-73.32105 40.74012)
12/31/2025,PAM-2024-377926,10/14/2024,PSEGLI,CORAM,Suffolk,11727,,2071,7818,Battery,"Sunrun, Inc.",NM,10,POINT (-73.00002 40.86951)
12/31/2025,PAM-2022-201743,10/06/2022,PSEGLI,W HEMPSTEAD,Nassau,11552,,867,217,Battery,"Sunrun, Inc.",NM,5,POINT (-73.64952 40.70019)
12/31/2025,DGINT-12289,09/28/2022,O&R,NEW CITY,Rockland,10956,EAST,Congers,22-4-13,Battery,SolarCity,NM,7.6,POINT (-74.0104 41.14829)
12/31/2025,714898,12/16/2025,National Grid,East Worcester,Otsego,12064,037-Cobleskill,E. WORCESTER 60,36_37_06021,Battery,Mary Jo Cronin (REVOLUTION SOLAR),NM,15,POINT (-74.67215 42.62326)
12/31/2025,CH-16369,10/17/2022,Central Hudson,Boiceville,Ulster,12412,Kingston,Woodstock,3011,Battery,SunRun Installations INC,NM,5,POINT (-74.26537 42.00386)
12/31/2025,DGINT-10929,11/11/2021,O&R,FORT MONTGOMERY,Orange,10922,CENTRAL,Dean,91-3-13,Battery,Hudson Solar,NM,4.64,POINT (-73.98699 41.33175)
12/31/2025,PAM-2023-374691,03/26/2024,PSEGLI,NEW HYDE PK,Nassau,11040,,387,8868,Battery,"Tesla, Inc.",,10,POINT (-73.68027 40.73365)
12/31/2025,CH-21232,02/14/2025,Central Hudson,Highland,Ulster,12528,Newburgh,Highland,5081,Battery,SunRun Installations INC,NM,11.5,POINT (-73.9608 41.72114)
12/31/2025,DGINT-10379,06/11/2021,O&R,CUDDEBACKVILLE,Orange,12729,WEST,Cuddebackville,12542,Battery,Sunrun Inc,NM,7.7,POINT (-74.59228 41.46904)
12/31/2025,PAM-2021-160147,09/06/2022,PSEGLI,W HEMPSTEAD,Nassau,11552,,,,Battery,"Sunrun, Inc.",NM,10,POINT (-73.64952 40.70019)
12/31/2025,PAM-2022-186401,04/27/2022,PSEGLI,CORAM,Suffolk,11727,,2071,7818,Battery,"Tesla, Inc.",NM,10,POINT (-73.00002 40.86951)
12/31/2025,LDG-02144,06/06/2024,Con Ed,New York,New York,10036,CENY-M,West 42nd Street No. 2,Columbus Circle,Battery,"Trystate Mechanical, Inc.",,500,POINT (-73.98464 40.7591)
12/31/2025,18142,09/21/2021,NYSEG,MOUNT UPTON,Chenango,13809,Oneonta,NYS-MOUNT UPTON 012,2301412,Battery,Intelligent Green Solutions,NM,7.6,POINT (-75.3834 42.42683)
12/31/2025,DGINT-14721,09/04/2024,O&R,NEW CITY,Rockland,10956,EAST,New Hempstead,45-9-13,Battery,Sunrun Inc,NM,5.76,POINT (-74.0104 41.14829)
12/31/2025,SDG-10670,09/28/2018,Con Ed,Chappaqua,Westchester,10514,CENY-W,Ossining West,10U2,Battery,SolarCity,NM,10,POINT (-73.77305 41.15742)
12/31/2025,22383,10/19/2023,RGE,CHURCHVILLE,Monroe,14428,Rochester,0104RO5157-3340 Chili AVE,0104RO5157,Battery,SED dba GreenSpark Solar,NM,5.8,POINT (-77.88466 43.10021)
12/31/2025,21754,08/16/2023,NYSEG,ENDICOTT,Broome,13760,Binghamton,NYS-OAKDALE 626,8104302,Battery,My Solar Grid,NM,5,POINT (-76.04571 42.09971)
12/31/2025,PAM-2023-309361,03/28/2023,PSEGLI,MONTAUK,Suffolk,11954,,4827,8217,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-71.95373 41.03121)
12/31/2025,PAM-2024-382799,02/25/2025,PSEGLI,RIVERHEAD,Suffolk,11901,,3473,7796,Battery,"Sunrun, Inc.",NM,5,POINT (-72.66016 40.95036)
12/31/2025,PAM-2025-391891,12/17/2025,PSEGLI,CNTRL ISLIP,Suffolk,11722,,2104,1066,Battery,Element Energy LLC,NM,7.68,POINT (-73.21209 40.80227)
12/31/2025,PAM-2022-202529,09/21/2022,PSEGLI,FRANKLIN SQ,Nassau,11010,,867,4155,Battery,Surf Clean Energy Inc.,NM,4.5,POINT (-73.68062 40.70797)
12/31/2025,PAM-2019-77069,03/02/2020,PSEGLI,Oakdale,Suffolk,11769,,363,3803,Battery,EmPower  Solar,NM,10,POINT (-73.13392 40.743)
12/31/2025,SDG-68961,05/08/2024,Con Ed,White Plains,Westchester,10601,CENY-W,White Plains,8W65,Battery,Tesla,NM,10,POINT (-73.76344 41.03379)
12/31/2025,PAM-2024-385205,03/20/2025,PSEGLI,CENTEREACH,Suffolk,11720,,37,8247,Battery,"Tesla, Inc.",NM,11.5,POINT (-73.08345 40.85846)
12/31/2025,DGINT-11529,06/02/2022,O&R,VALLEY COTTAGE,Rockland,10989,EAST,Congers,22-5-13,Battery,Light House Solar,NM,7.6,POINT (-73.96098 41.11248)
12/31/2025,DGINT-15490,06/03/2025,O&R,SPARROW BUSH,Orange,12780,WEST,Port Jervis,41429,Battery,Infinity Solar,NM,11.5,POINT (-74.72882 41.40325)
12/31/2025,PAM-2019-63714,07/03/2019,PSEGLI,Massapequa Park,Nassau,11762,,993,7483,Battery,TESLA,NM,5,POINT (-73.45377 40.67811)
12/31/2025,CDG-00634,12/31/2022,O&R,Warwick,Orange,10990,CENTRAL,Wisner,80-2-13,Battery,Other,CDG,4000,POINT (-74.35825 41.25848)
12/31/2025,21370,06/15/2023,NYSEG,Obernburg,Sullivan,12767,Liberty,NYS-JEFFERSONVILLE 111,2401611,Battery,NY State Solar Farm,NM,10,POINT (-75.01601 41.8398)
12/31/2025,CH-18493,09/13/2023,Central Hudson,Wingdale,Dutchess,12594,Poughkeepsie,Todd Hill,6055,Battery,"Tesla Energy Operations, Inc.",NM,10,POINT (-73.5688 41.64697)
12/31/2025,PAM-2021-142337,10/26/2022,PSEGLI,GREAT NECK,Nassau,11021,,804,6680,Battery,"EmPower CES, LLC",NM,10,POINT (-73.72853 40.78428)
12/31/2025,26208,12/19/2025,NYSEG,OLD CHATHAM,Columbia,12136,Mechanicville,NYS-RUTLAND 130,1203101,Battery,Sundog Solar,NM,30.72,POINT (-73.55728 42.44621)
12/31/2025,PAM-2021-103602,04/26/2022,PSEGLI,OCEANSIDE,Nassau,11572,,229,8100,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.64036 40.64212)
12/31/2025,PAM-2024-376866,04/30/2024,PSEGLI,E ROCKAWAY,Nassau,11518,,1295,758,Battery,"Sunrun, Inc.",NM,5,POINT (-73.6648 40.64667)
12/31/2025,PAM-2021-169913,01/23/2022,PSEGLI,LINDENHURST,Suffolk,11757,,124,5782,Battery,"Tesla, Inc.",NM,10,POINT (-73.36755 40.68177)
12/31/2025,SDG-81366,05/01/2025,Con Ed,Rye,Westchester,10580,CENY-W,Harrison,17W37,Battery,Infinity Solar,NM,13.5,POINT (-73.68382 40.98119)
12/31/2025,DGINT-15173,11/15/2024,O&R,MIDDLETOWN,Orange,10940,WEST,Shoemaker,41581,Battery,Sunrun Inc,NM,5.76,POINT (-74.42261 41.44584)
12/31/2025,PAM-2022-206809,01/30/2023,PSEGLI,MELVILLE,Suffolk,11747,,4436,6126,Battery,"Sunrun, Inc.",NM,5,POINT (-73.41614 40.7932)
12/31/2025,PAM-2024-383616,12/09/2024,PSEGLI,LONG BCH,Nassau,11561,,581,6632,Battery,"EmPower CES, LLC",NM,10,POINT (-73.66608 40.58939)
12/31/2025,23607,05/10/2024,NYSEG,Oriskany Falls,Oneida,13425,Oneonta,NYS-ORISKANY FALLS 141,2304222,Battery,"PlugPV, LLC.",NM,10,POINT (-75.46093 42.9391)
12/31/2025,PAM-2020-83678,04/13/2021,PSEGLI,Bay Shore,Suffolk,11706,,97,8800,Battery,Harvest Power LLC,NM,5,POINT (-73.24917 40.72025)
12/31/2025,DGINT-15970,07/22/2025,O&R,TAPPAN,Rockland,10983,EAST,Orangeburg,54-8-13,Battery,Sunrun Inc,NM,11.5,POINT (-73.94663 41.02182)
